标签文件,类别,问题,细节
frame_001602.txt,称重清零,R4连拍重复,与frame_001601.txt几乎同框
frame_001603.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001603.txt,称重清零,R4连拍重复,与frame_001602.txt几乎同框
frame_001609.txt,舀料,R1静置误标(附近无人),person数=0
frame_001610.txt,装杯,R1静置误标(附近无人),person数=0
frame_001611.txt,装杯,R1静置误标(附近无人),person数=0
frame_001613.txt,舀料,R1静置误标(附近无人),person数=0
frame_001614.txt,舀料,R1静置误标(附近无人),person数=0
frame_001615.txt,装杯,R1静置误标(附近无人),person数=0
frame_001616.txt,舀料,R1静置误标(附近无人),person数=0
frame_001617.txt,舀料,R1静置误标(附近无人),person数=0
frame_001618.txt,舀料,R1静置误标(附近无人),person数=0
frame_001619.txt,装杯,R1静置误标(附近无人),person数=0
frame_001620.txt,装杯,R1静置误标(附近无人),person数=0
frame_001621.txt,舀料,R1静置误标(附近无人),person数=0
frame_001622.txt,舀料,R1静置误标(附近无人),person数=0
frame_001623.txt,装杯,R1静置误标(附近无人),person数=0
frame_001624.txt,装杯,R1静置误标(附近无人),person数=0
frame_001625.txt,装杯,R1静置误标(附近无人),person数=0
frame_001626.txt,装杯,R1静置误标(附近无人),person数=0
frame_001627.txt,装杯,R1静置误标(附近无人),person数=0
frame_001628.txt,装杯,R1静置误标(附近无人),person数=0
frame_001634.txt,舀料,R1静置误标(附近无人),person数=0
frame_001638.txt,舀料,R1静置误标(附近无人),person数=1
frame_001642.txt,装杯,R1静置误标(附近无人),person数=0
frame_001644.txt,装杯,R1静置误标(附近无人),person数=0
frame_001679.txt,加钢脚水泥,R4连拍重复,与frame_001678.txt几乎同框
frame_001680.txt,加钢脚水泥,R4连拍重复,与frame_001679.txt几乎同框
frame_001681.txt,加钢脚水泥,R4连拍重复,与frame_001680.txt几乎同框
frame_001682.txt,加钢脚水泥,R4连拍重复,与frame_001681.txt几乎同框
frame_001683.txt,加钢脚水泥,R4连拍重复,与frame_001682.txt几乎同框
frame_001684.txt,加钢脚水泥,R4连拍重复,与frame_001683.txt几乎同框
frame_001685.txt,加钢脚水泥,R4连拍重复,与frame_001684.txt几乎同框
frame_001686.txt,加钢脚水泥,R4连拍重复,与frame_001685.txt几乎同框
frame_001687.txt,加钢脚水泥,R4连拍重复,与frame_001686.txt几乎同框
frame_001688.txt,加钢脚水泥,R4连拍重复,与frame_001687.txt几乎同框
frame_001822.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001823.txt,称重清零,R4连拍重复,与frame_001822.txt几乎同框
frame_001824.txt,称重清零,R4连拍重复,与frame_001823.txt几乎同框
frame_001825.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001825.txt,称重清零,R4连拍重复,与frame_001824.txt几乎同框
frame_001826.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001826.txt,称重清零,R4连拍重复,与frame_001825.txt几乎同框
frame_001827.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001827.txt,称重清零,R4连拍重复,与frame_001826.txt几乎同框
frame_001828.txt,称重清零,R4连拍重复,与frame_001827.txt几乎同框
frame_001829.txt,称重清零,R4连拍重复,与frame_001828.txt几乎同框
frame_001830.txt,称重清零,R4连拍重复,与frame_001829.txt几乎同框
frame_001831.txt,称重清零,R4连拍重复,与frame_001830.txt几乎同框
frame_001832.txt,称重清零,R1静置误标(附近无人),person数=1
frame_001832.txt,称重清零,R4连拍重复,与frame_001831.txt几乎同框
frame_001833.txt,称重清零,R1静置误标(附近无人),person数=0
frame_001833.txt,称重清零,R4连拍重复,与frame_001832.txt几乎同框
frame_001834.txt,称重清零,R4连拍重复,与frame_001833.txt几乎同框
frame_001837.txt,舀料,R1静置误标(附近无人),person数=0
frame_001838.txt,舀料,R1静置误标(附近无人),person数=0
frame_001839.txt,舀料,R1静置误标(附近无人),person数=0
frame_001844.txt,装杯,R1静置误标(附近无人),person数=0
frame_001845.txt,舀料,R1静置误标(附近无人),person数=0
frame_001846.txt,舀料,R1静置误标(附近无人),person数=0
frame_001847.txt,装杯,R1静置误标(附近无人),person数=0
frame_001848.txt,舀料,R1静置误标(附近无人),person数=0
frame_001849.txt,舀料,R1静置误标(附近无人),person数=0
frame_001850.txt,装杯,R1静置误标(附近无人),person数=0
frame_001851.txt,装杯,R1静置误标(附近无人),person数=0
frame_001852.txt,装杯,R1静置误标(附近无人),person数=0
frame_001853.txt,装杯,R1静置误标(附近无人),person数=0
frame_001854.txt,装杯,R1静置误标(附近无人),person数=0
frame_001855.txt,装杯,R1静置误标(附近无人),person数=0
frame_001856.txt,装杯,R1静置误标(附近无人),person数=0
frame_001857.txt,装杯,R1静置误标(附近无人),person数=0
frame_001858.txt,装杯,R1静置误标(附近无人),person数=0
frame_001867.txt,舀料,R1静置误标(附近无人),person数=0
frame_001868.txt,舀料,R1静置误标(附近无人),person数=0
frame_001869.txt,舀料,R1静置误标(附近无人),person数=0
frame_001870.txt,装杯,R1静置误标(附近无人),person数=0
frame_001871.txt,装杯,R1静置误标(附近无人),person数=0
frame_001876.txt,舀料,R1静置误标(附近无人),person数=0
frame_001877.txt,舀料,R1静置误标(附近无人),person数=0
frame_001921.txt,加钢脚水泥,R4连拍重复,与frame_001920.txt几乎同框
frame_002155.txt,称重清零,R1静置误标(附近无人),person数=1
frame_002157.txt,称重清零,R1静置误标(附近无人),person数=1
frame_002157.txt,称重清零,R4连拍重复,与frame_002156.txt几乎同框
frame_002158.txt,称重清零,R1静置误标(附近无人),person数=1
frame_002158.txt,称重清零,R4连拍重复,与frame_002157.txt几乎同框
frame_002159.txt,称重清零,R1静置误标(附近无人),person数=1
frame_002159.txt,称重清零,R4连拍重复,与frame_002158.txt几乎同框
frame_002174.txt,装杯,R1静置误标(附近无人),person数=2
frame_002175.txt,装杯,R1静置误标(附近无人),person数=1
frame_002176.txt,舀料,R1静置误标(附近无人),person数=1
frame_002177.txt,舀料,R1静置误标(附近无人),person数=1
frame_002178.txt,舀料,R1静置误标(附近无人),person数=1
frame_002179.txt,装杯,R1静置误标(附近无人),person数=2
frame_002180.txt,装杯,R1静置误标(附近无人),person数=2
frame_002181.txt,舀料,R1静置误标(附近无人),person数=2
frame_002182.txt,舀料,R1静置误标(附近无人),person数=1
frame_002183.txt,装杯,R1静置误标(附近无人),person数=1
frame_002184.txt,装杯,R1静置误标(附近无人),person数=1
frame_002184.txt,装杯,R4连拍重复,与frame_002183.txt几乎同框
frame_002185.txt,装杯,R1静置误标(附近无人),person数=1
frame_002186.txt,装杯,R1静置误标(附近无人),person数=1
frame_002187.txt,装杯,R1静置误标(附近无人),person数=1
frame_002188.txt,装杯,R1静置误标(附近无人),person数=1
frame_002189.txt,装杯,R1静置误标(附近无人),person数=1
frame_002190.txt,装杯,R1静置误标(附近无人),person数=1
frame_002191.txt,装杯,R1静置误标(附近无人),person数=2
frame_002192.txt,装杯,R1静置误标(附近无人),person数=3
frame_002193.txt,装杯,R1静置误标(附近无人),person数=2
frame_002223.txt,加钢脚水泥,R4连拍重复,与frame_002222.txt几乎同框
frame_002224.txt,加钢脚水泥,R4连拍重复,与frame_002223.txt几乎同框
frame_002226.txt,加钢脚水泥,R4连拍重复,与frame_002225.txt几乎同框
frame_002227.txt,加钢脚水泥,R4连拍重复,与frame_002226.txt几乎同框
frame_002228.txt,加钢脚水泥,R4连拍重复,与frame_002227.txt几乎同框
frame_002229.txt,加钢脚水泥,R4连拍重复,与frame_002228.txt几乎同框
frame_002230.txt,加钢脚水泥,R4连拍重复,与frame_002229.txt几乎同框
frame_002231.txt,加钢脚水泥,R4连拍重复,与frame_002230.txt几乎同框
frame_002378.txt,称重清零,R1静置误标(附近无人),person数=1
frame_002378.txt,称重清零,R4连拍重复,与frame_002377.txt几乎同框
frame_002379.txt,称重清零,R4连拍重复,与frame_002378.txt几乎同框
frame_002380.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002380.txt,称重清零,R4连拍重复,与frame_002379.txt几乎同框
frame_002381.txt,称重清零,R4连拍重复,与frame_002380.txt几乎同框
frame_002382.txt,称重清零,R4连拍重复,与frame_002381.txt几乎同框
frame_002383.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002383.txt,称重清零,R4连拍重复,与frame_002382.txt几乎同框
frame_002384.txt,称重清零,R4连拍重复,与frame_002383.txt几乎同框
frame_002385.txt,称重清零,R4连拍重复,与frame_002384.txt几乎同框
frame_002386.txt,称重清零,R4连拍重复,与frame_002385.txt几乎同框
frame_002387.txt,称重清零,R4连拍重复,与frame_002386.txt几乎同框
frame_002388.txt,称重清零,R4连拍重复,与frame_002387.txt几乎同框
frame_002389.txt,称重清零,R4连拍重复,与frame_002388.txt几乎同框
frame_002390.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002390.txt,称重清零,R4连拍重复,与frame_002389.txt几乎同框
frame_002391.txt,称重清零,R4连拍重复,与frame_002390.txt几乎同框
frame_002392.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002392.txt,称重清零,R4连拍重复,与frame_002391.txt几乎同框
frame_002393.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002393.txt,称重清零,R4连拍重复,与frame_002392.txt几乎同框
frame_002405.txt,舀料,R1静置误标(附近无人),person数=0
frame_002406.txt,舀料,R1静置误标(附近无人),person数=0
frame_002407.txt,舀料,R1静置误标(附近无人),person数=0
frame_002408.txt,装杯,R1静置误标(附近无人),person数=0
frame_002409.txt,装杯,R1静置误标(附近无人),person数=0
frame_002409.txt,装杯,R4连拍重复,与frame_002408.txt几乎同框
frame_002410.txt,舀料,R1静置误标(附近无人),person数=0
frame_002411.txt,舀料,R1静置误标(附近无人),person数=0
frame_002412.txt,舀料,R1静置误标(附近无人),person数=0
frame_002413.txt,装杯,R1静置误标(附近无人),person数=0
frame_002414.txt,装杯,R1静置误标(附近无人),person数=0
frame_002415.txt,舀料,R1静置误标(附近无人),person数=0
frame_002416.txt,舀料,R1静置误标(附近无人),person数=0
frame_002417.txt,装杯,R1静置误标(附近无人),person数=0
frame_002418.txt,装杯,R1静置误标(附近无人),person数=0
frame_002419.txt,装杯,R1静置误标(附近无人),person数=0
frame_002420.txt,舀料,R1静置误标(附近无人),person数=0
frame_002421.txt,舀料,R1静置误标(附近无人),person数=0
frame_002422.txt,装杯,R1静置误标(附近无人),person数=0
frame_002423.txt,装杯,R1静置误标(附近无人),person数=0
frame_002424.txt,装杯,R1静置误标(附近无人),person数=1
frame_002425.txt,装杯,R1静置误标(附近无人),person数=0
frame_002426.txt,装杯,R1静置误标(附近无人),person数=0
frame_002426.txt,装杯,R4连拍重复,与frame_002425.txt几乎同框
frame_002437.txt,舀料,R2框太小,w=0.034 h=0.184
frame_002438.txt,舀料,R1静置误标(附近无人),person数=0
frame_002468.txt,加钢脚水泥,R4连拍重复,与frame_002467.txt几乎同框
frame_002469.txt,加钢脚水泥,R4连拍重复,与frame_002468.txt几乎同框
frame_002470.txt,加钢脚水泥,R4连拍重复,与frame_002469.txt几乎同框
frame_002471.txt,加钢脚水泥,R4连拍重复,与frame_002470.txt几乎同框
frame_002472.txt,加钢脚水泥,R4连拍重复,与frame_002471.txt几乎同框
frame_002473.txt,加钢脚水泥,R4连拍重复,与frame_002472.txt几乎同框
frame_002474.txt,加钢脚水泥,R4连拍重复,与frame_002473.txt几乎同框
frame_002475.txt,加钢脚水泥,R4连拍重复,与frame_002474.txt几乎同框
frame_002476.txt,加钢脚水泥,R4连拍重复,与frame_002475.txt几乎同框
frame_002477.txt,加钢脚水泥,R4连拍重复,与frame_002476.txt几乎同框
frame_002478.txt,加钢脚水泥,R4连拍重复,与frame_002477.txt几乎同框
frame_002479.txt,加钢脚水泥,R4连拍重复,与frame_002478.txt几乎同框
frame_002610.txt,称重清零,R4连拍重复,与frame_002609.txt几乎同框
frame_002611.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002611.txt,称重清零,R4连拍重复,与frame_002610.txt几乎同框
frame_002612.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002612.txt,称重清零,R4连拍重复,与frame_002611.txt几乎同框
frame_002613.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002613.txt,称重清零,R4连拍重复,与frame_002612.txt几乎同框
frame_002614.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002614.txt,称重清零,R4连拍重复,与frame_002613.txt几乎同框
frame_002615.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002615.txt,称重清零,R4连拍重复,与frame_002614.txt几乎同框
frame_002616.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002616.txt,称重清零,R4连拍重复,与frame_002615.txt几乎同框
frame_002617.txt,称重清零,R1静置误标(附近无人),person数=0
frame_002617.txt,称重清零,R4连拍重复,与frame_002616.txt几乎同框
frame_002626.txt,舀料,R1静置误标(附近无人),person数=0
frame_002627.txt,舀料,R1静置误标(附近无人),person数=0
frame_002628.txt,舀料,R1静置误标(附近无人),person数=0
frame_002629.txt,舀料,R1静置误标(附近无人),person数=0
frame_002630.txt,舀料,R1静置误标(附近无人),person数=0
frame_002631.txt,装杯,R1静置误标(附近无人),person数=0
frame_002632.txt,装杯,R1静置误标(附近无人),person数=0
frame_002633.txt,舀料,R1静置误标(附近无人),person数=0
frame_002634.txt,舀料,R1静置误标(附近无人),person数=0
frame_002635.txt,装杯,R1静置误标(附近无人),person数=0
frame_002636.txt,装杯,R1静置误标(附近无人),person数=0
frame_002637.txt,装杯,R1静置误标(附近无人),person数=0
frame_002638.txt,舀料,R1静置误标(附近无人),person数=1
frame_002639.txt,舀料,R1静置误标(附近无人),person数=0
frame_002640.txt,装杯,R1静置误标(附近无人),person数=1
frame_002641.txt,装杯,R1静置误标(附近无人),person数=0
frame_002642.txt,舀料,R1静置误标(附近无人),person数=1
frame_002643.txt,舀料,R1静置误标(附近无人),person数=1
frame_002644.txt,装杯,R1静置误标(附近无人),person数=1
frame_002645.txt,装杯,R1静置误标(附近无人),person数=1
frame_002646.txt,装杯,R1静置误标(附近无人),person数=2
frame_002647.txt,装杯,R1静置误标(附近无人),person数=1
frame_002647.txt,装杯,R4连拍重复,与frame_002646.txt几乎同框
frame_002648.txt,装杯,R1静置误标(附近无人),person数=0
frame_002649.txt,舀料,R1静置误标(附近无人),person数=0
frame_002650.txt,舀料,R1静置误标(附近无人),person数=1
frame_002651.txt,舀料,R1静置误标(附近无人),person数=1
frame_002652.txt,装杯,R1静置误标(附近无人),person数=1
frame_002653.txt,装杯,R1静置误标(附近无人),person数=0
frame_002654.txt,装杯,R1静置误标(附近无人),person数=0
frame_002692.txt,加钢脚水泥,R4连拍重复,与frame_002691.txt几乎同框
frame_003075.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003075.txt,称重清零,R4连拍重复,与frame_002617.txt几乎同框
frame_003076.txt,称重清零,R1静置误标(附近无人),person数=2
frame_003076.txt,称重清零,R4连拍重复,与frame_003075.txt几乎同框
frame_003077.txt,称重清零,R4连拍重复,与frame_003076.txt几乎同框
frame_003078.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003078.txt,称重清零,R4连拍重复,与frame_003077.txt几乎同框
frame_003079.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003079.txt,称重清零,R4连拍重复,与frame_003078.txt几乎同框
frame_003080.txt,称重清零,R4连拍重复,与frame_003079.txt几乎同框
frame_003081.txt,称重清零,R4连拍重复,与frame_003080.txt几乎同框
frame_003082.txt,称重清零,R4连拍重复,与frame_003081.txt几乎同框
frame_003083.txt,称重清零,R4连拍重复,与frame_003082.txt几乎同框
frame_003084.txt,称重清零,R4连拍重复,与frame_003083.txt几乎同框
frame_003085.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003085.txt,称重清零,R4连拍重复,与frame_003084.txt几乎同框
frame_003086.txt,称重清零,R4连拍重复,与frame_003085.txt几乎同框
frame_003091.txt,舀料,R1静置误标(附近无人),person数=1
frame_003092.txt,舀料,R1静置误标(附近无人),person数=2
frame_003094.txt,装杯,R1静置误标(附近无人),person数=1
frame_003095.txt,装杯,R1静置误标(附近无人),person数=0
frame_003097.txt,舀料,R1静置误标(附近无人),person数=2
frame_003098.txt,舀料,R1静置误标(附近无人),person数=2
frame_003099.txt,舀料,R1静置误标(附近无人),person数=2
frame_003100.txt,舀料,R1静置误标(附近无人),person数=1
frame_003101.txt,舀料,R1静置误标(附近无人),person数=1
frame_003102.txt,装杯,R1静置误标(附近无人),person数=0
frame_003103.txt,装杯,R1静置误标(附近无人),person数=1
frame_003104.txt,装杯,R1静置误标(附近无人),person数=0
frame_003105.txt,舀料,R1静置误标(附近无人),person数=0
frame_003107.txt,舀料,R1静置误标(附近无人),person数=1
frame_003108.txt,装杯,R1静置误标(附近无人),person数=1
frame_003109.txt,装杯,R1静置误标(附近无人),person数=1
frame_003110.txt,装杯,R1静置误标(附近无人),person数=1
frame_003111.txt,装杯,R1静置误标(附近无人),person数=1
frame_003112.txt,装杯,R1静置误标(附近无人),person数=0
frame_003113.txt,装杯,R1静置误标(附近无人),person数=2
frame_003113.txt,装杯,R4连拍重复,与frame_003112.txt几乎同框
frame_003114.txt,装杯,R1静置误标(附近无人),person数=1
frame_003122.txt,舀料,R2框太小,w=0.033 h=0.166
frame_003124.txt,舀料,R2框太小,w=0.033 h=0.183
frame_003127.txt,装杯,R1静置误标(附近无人),person数=1
frame_003128.txt,装杯,R1静置误标(附近无人),person数=1
frame_003148.txt,加钢脚水泥,R4连拍重复,与frame_003147.txt几乎同框
frame_003150.txt,加钢脚水泥,R4连拍重复,与frame_003149.txt几乎同框
frame_003414.txt,称重清零,R4连拍重复,与frame_003413.txt几乎同框
frame_003415.txt,称重清零,R4连拍重复,与frame_003414.txt几乎同框
frame_003416.txt,称重清零,R4连拍重复,与frame_003415.txt几乎同框
frame_003417.txt,称重清零,R4连拍重复,与frame_003416.txt几乎同框
frame_003418.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003418.txt,称重清零,R4连拍重复,与frame_003417.txt几乎同框
frame_003419.txt,称重清零,R1静置误标(附近无人),person数=2
frame_003419.txt,称重清零,R4连拍重复,与frame_003418.txt几乎同框
frame_003420.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003420.txt,称重清零,R4连拍重复,与frame_003419.txt几乎同框
frame_003421.txt,称重清零,R4连拍重复,与frame_003420.txt几乎同框
frame_003422.txt,称重清零,R4连拍重复,与frame_003421.txt几乎同框
frame_003423.txt,称重清零,R4连拍重复,与frame_003422.txt几乎同框
frame_003429.txt,舀料,R1静置误标(附近无人),person数=1
frame_003430.txt,舀料,R1静置误标(附近无人),person数=1
frame_003431.txt,舀料,R1静置误标(附近无人),person数=1
frame_003433.txt,装杯,R1静置误标(附近无人),person数=1
frame_003434.txt,装杯,R1静置误标(附近无人),person数=1
frame_003435.txt,装杯,R1静置误标(附近无人),person数=0
frame_003437.txt,舀料,R1静置误标(附近无人),person数=0
frame_003438.txt,舀料,R1静置误标(附近无人),person数=1
frame_003439.txt,舀料,R1静置误标(附近无人),person数=0
frame_003440.txt,舀料,R1静置误标(附近无人),person数=1
frame_003441.txt,舀料,R1静置误标(附近无人),person数=1
frame_003442.txt,装杯,R1静置误标(附近无人),person数=1
frame_003443.txt,装杯,R1静置误标(附近无人),person数=2
frame_003444.txt,舀料,R1静置误标(附近无人),person数=2
frame_003444.txt,舀料,R2框太小,w=0.032 h=0.186
frame_003445.txt,舀料,R1静置误标(附近无人),person数=2
frame_003446.txt,舀料,R1静置误标(附近无人),person数=1
frame_003447.txt,舀料,R1静置误标(附近无人),person数=1
frame_003448.txt,舀料,R1静置误标(附近无人),person数=1
frame_003449.txt,装杯,R1静置误标(附近无人),person数=1
frame_003450.txt,装杯,R1静置误标(附近无人),person数=1
frame_003451.txt,舀料,R1静置误标(附近无人),person数=1
frame_003453.txt,舀料,R1静置误标(附近无人),person数=1
frame_003454.txt,舀料,R1静置误标(附近无人),person数=1
frame_003454.txt,舀料,R2框太小,w=0.033 h=0.178
frame_003455.txt,装杯,R1静置误标(附近无人),person数=1
frame_003456.txt,装杯,R1静置误标(附近无人),person数=1
frame_003457.txt,装杯,R1静置误标(附近无人),person数=1
frame_003458.txt,装杯,R1静置误标(附近无人),person数=0
frame_003459.txt,装杯,R1静置误标(附近无人),person数=0
frame_003506.txt,加钢脚水泥,R2框太小,w=0.034 h=0.106
frame_003667.txt,称重清零,R4连拍重复,与frame_003666.txt几乎同框
frame_003668.txt,称重清零,R1静置误标(附近无人),person数=1
frame_003668.txt,称重清零,R4连拍重复,与frame_003667.txt几乎同框
frame_003669.txt,称重清零,R1静置误标(附近无人),person数=0
frame_003669.txt,称重清零,R4连拍重复,与frame_003668.txt几乎同框
frame_003670.txt,称重清零,R4连拍重复,与frame_003669.txt几乎同框
frame_003671.txt,称重清零,R1静置误标(附近无人),person数=0
frame_003671.txt,称重清零,R4连拍重复,与frame_003670.txt几乎同框
frame_003672.txt,称重清零,R4连拍重复,与frame_003671.txt几乎同框
frame_003673.txt,称重清零,R4连拍重复,与frame_003672.txt几乎同框
frame_003679.txt,舀料,R1静置误标(附近无人),person数=2
frame_003680.txt,舀料,R1静置误标(附近无人),person数=0
frame_003684.txt,舀料,R2框太小,w=0.034 h=0.123
frame_003685.txt,舀料,R2框太小,w=0.032 h=0.141
frame_003686.txt,舀料,R1静置误标(附近无人),person数=1
frame_003687.txt,舀料,R1静置误标(附近无人),person数=1
frame_003688.txt,舀料,R1静置误标(附近无人),person数=1
frame_003689.txt,舀料,R1静置误标(附近无人),person数=1
frame_003690.txt,装杯,R1静置误标(附近无人),person数=1
frame_003691.txt,装杯,R1静置误标(附近无人),person数=1
frame_003692.txt,装杯,R1静置误标(附近无人),person数=1
frame_003693.txt,舀料,R1静置误标(附近无人),person数=1
frame_003693.txt,舀料,R2框太小,w=0.032 h=0.212
frame_003694.txt,舀料,R1静置误标(附近无人),person数=0
frame_003695.txt,舀料,R1静置误标(附近无人),person数=0
frame_003696.txt,舀料,R1静置误标(附近无人),person数=0
frame_003698.txt,舀料,R1静置误标(附近无人),person数=0
frame_003699.txt,舀料,R1静置误标(附近无人),person数=1
frame_003700.txt,装杯,R1静置误标(附近无人),person数=1
frame_003701.txt,装杯,R1静置误标(附近无人),person数=1
frame_003702.txt,装杯,R1静置误标(附近无人),person数=1
frame_003702.txt,装杯,R4连拍重复,与frame_003701.txt几乎同框
frame_003703.txt,装杯,R1静置误标(附近无人),person数=1
frame_003704.txt,舀料,R1静置误标(附近无人),person数=1
frame_003709.txt,装杯,R1静置误标(附近无人),person数=1
frame_003710.txt,装杯,R1静置误标(附近无人),person数=1
frame_003711.txt,装杯,R1静置误标(附近无人),person数=0
frame_003712.txt,装杯,R1静置误标(附近无人),person数=2
frame_003713.txt,舀料,R1静置误标(附近无人),person数=1
frame_003714.txt,舀料,R1静置误标(附近无人),person数=2
frame_003715.txt,舀料,R1静置误标(附近无人),person数=1
frame_003716.txt,舀料,R1静置误标(附近无人),person数=2
frame_003717.txt,舀料,R1静置误标(附近无人),person数=0
frame_003718.txt,装杯,R1静置误标(附近无人),person数=1
frame_003719.txt,装杯,R1静置误标(附近无人),person数=1
frame_003720.txt,装杯,R1静置误标(附近无人),person数=0
frame_003721.txt,装杯,R1静置误标(附近无人),person数=0
frame_003722.txt,装杯,R1静置误标(附近无人),person数=0
frame_003762.txt,加钢脚水泥,R2框太小,w=0.033 h=0.116
frame_004001.txt,称重清零,R1静置误标(附近无人),person数=0
frame_004001.txt,称重清零,R4连拍重复,与frame_003673.txt几乎同框
frame_004002.txt,称重清零,R1静置误标(附近无人),person数=0
frame_004002.txt,称重清零,R4连拍重复,与frame_004001.txt几乎同框
frame_004003.txt,称重清零,R1静置误标(附近无人),person数=0
frame_004003.txt,称重清零,R4连拍重复,与frame_004002.txt几乎同框
frame_004004.txt,称重清零,R1静置误标(附近无人),person数=0
frame_004004.txt,称重清零,R4连拍重复,与frame_004003.txt几乎同框
frame_004005.txt,称重清零,R1静置误标(附近无人),person数=0
frame_004005.txt,称重清零,R4连拍重复,与frame_004004.txt几乎同框
frame_004006.txt,称重清零,R1静置误标(附近无人),person数=0
frame_004006.txt,称重清零,R4连拍重复,与frame_004005.txt几乎同框
frame_004031.txt,舀料,R1静置误标(附近无人),person数=0
frame_004032.txt,舀料,R1静置误标(附近无人),person数=0
frame_004033.txt,舀料,R1静置误标(附近无人),person数=0
frame_004034.txt,装杯,R1静置误标(附近无人),person数=0
frame_004035.txt,装杯,R1静置误标(附近无人),person数=0
frame_004036.txt,装杯,R1静置误标(附近无人),person数=0
frame_004036.txt,装杯,R4连拍重复,与frame_004035.txt几乎同框
frame_004037.txt,舀料,R1静置误标(附近无人),person数=0
frame_004038.txt,舀料,R1静置误标(附近无人),person数=0
frame_004039.txt,舀料,R1静置误标(附近无人),person数=0
frame_004040.txt,舀料,R1静置误标(附近无人),person数=0
frame_004041.txt,装杯,R1静置误标(附近无人),person数=0
frame_004042.txt,装杯,R1静置误标(附近无人),person数=0
frame_004043.txt,装杯,R1静置误标(附近无人),person数=0
frame_004044.txt,舀料,R1静置误标(附近无人),person数=0
frame_004045.txt,舀料,R1静置误标(附近无人),person数=0
frame_004046.txt,舀料,R1静置误标(附近无人),person数=0
frame_004047.txt,舀料,R1静置误标(附近无人),person数=0
frame_004047.txt,舀料,R2框太小,w=0.032 h=0.193
frame_004048.txt,装杯,R1静置误标(附近无人),person数=0
frame_004049.txt,装杯,R1静置误标(附近无人),person数=0
frame_004050.txt,装杯,R1静置误标(附近无人),person数=0
frame_004051.txt,装杯,R1静置误标(附近无人),person数=0
frame_004052.txt,舀料,R1静置误标(附近无人),person数=0
frame_004053.txt,舀料,R1静置误标(附近无人),person数=0
frame_004054.txt,舀料,R1静置误标(附近无人),person数=0
frame_004055.txt,舀料,R1静置误标(附近无人),person数=0
frame_004055.txt,舀料,R2框太小,w=0.035 h=0.169
frame_004056.txt,装杯,R1静置误标(附近无人),person数=0
frame_004057.txt,装杯,R1静置误标(附近无人),person数=0
frame_004058.txt,装杯,R1静置误标(附近无人),person数=0
frame_004058.txt,装杯,R4连拍重复,与frame_004057.txt几乎同框
frame_004091.txt,加钢脚水泥,R2框太小,w=0.034 h=0.129
frame_004216.txt,舀料,R1静置误标(附近无人),person数=1
frame_004217.txt,舀料,R1静置误标(附近无人),person数=1
frame_004217.txt,舀料,R2框太小,w=0.031 h=0.195
frame_004218.txt,舀料,R1静置误标(附近无人),person数=1
frame_004218.txt,舀料,R2框太小,w=0.030 h=0.194
frame_004219.txt,舀料,R2框太小,w=0.030 h=0.202
frame_004220.txt,舀料,R2框太小,w=0.035 h=0.207
frame_004221.txt,舀料,R1静置误标(附近无人),person数=1
frame_004221.txt,舀料,R2框太小,w=0.023 h=0.192
frame_004222.txt,舀料,R1静置误标(附近无人),person数=1
frame_004224.txt,装杯,R1静置误标(附近无人),person数=0
frame_004225.txt,装杯,R1静置误标(附近无人),person数=0
